qid,cmid
Q18690605,SM495792
Q18690619,SM493613
Q18690686,SM495889
Q18690772,SM495890
Q18691073,SM495891
Q18694080,SM494195
Q18707533,SM494728
Q18712738,SM496985
Q18746344,SM450356
Q18750154,SM496949
Q18819339,SM496996
Q18887988,SM494738
Q18958544,SM252760
Q18959432,SM496916
Q19058275,SM251615
Q19094474,SM494527
Q19296178,SM461994
Q19360831,SM494735
Q19364230,SM492323
Q19543930,SM250523
Q19544974,SM493746
Q19568872,SM495027
Q19568891,SM495860
Q19582886,SM253344
Q19588724,SM496925
Q19606702,SM252205
Q19613369,SM496975
Q19645972,SM494837
Q19646070,SM496884
Q19646299,SM255969
Q19646319,SM257848
Q19679016,SM253026
Q19681869,SM450435
Q19696631,SM495771
Q19707895,SM480019
Q19711373,SM494186
Q19713220,SM250105
Q19713499,SM492324
Q19713828,SM493039
Q19713894,SM492325
Q19714818,SM492326
Q19714905,SM492327
Q19715044,SM495367
Q19715161,SM492601
Q19715598,SM493796
Q19716773,SM492328
Q19717013,SM493676
Q19717829,SM500136
Q19720507,SM487064
Q19721287,SM496989
Q19739832,SM496589
Q19741679,SM497502
Q19741695,SM462044
Q19741697,SM8348
Q19748569,SM494596
Q19748572,SM8406
Q19748577,SM480618
Q19748579,SM496438
Q19748582,SM493647
Q19748586,SM496549
Q19805672,SM253430
Q19806565,SM254200
Q19831612,SM255292
Q19832690,SM495525
Q19840043,SM496880
Q19840237,SM254004
Q19840376,SM495733
Q19840401,SM450964
Q19840402,SM496880
Q19840631,SM496880
Q19843310,SM492329
Q19848628,SM496939
Q19855245,SM493642
Q19855401,SM496162
Q19855569,SM493622
Q19855903,SM493623
Q19856241,SM496780
Q19860871,SM496996
Q19863724,SM495407
Q19865353,SM251060
Q19865994,SM250946
Q19868362,SM495787
Q19869424,SM495551
Q19869428,SM494174
Q19869465,SM306077
Q19869480,SM495809
Q19870022,SM253299
Q19873032,SM255959
Q19873203,SM495257
Q19875748,SM494175
Q19875778,SM493991
Q19875791,SM493911
Q19875967,SM256021
Q19876891,SM493564
Q19877240,SM493570
Q19879060,SM461492
Q19879652,SM480576
Q19879763,SM480042
Q19881650,SM252459
Q19882069,SM251701
Q19882216,SM251907
Q19882231,SM251984
Q19887875,SM494281
Q19891906,SM486419
Q19891911,SM496652
Q19891956,SM495359
Q19892312,SM254264
Q19892420,SM493979
Q19892543,SM254456
Q19892800,SM496925
Q19893068,SM495178
Q19893274,SM486583
Q19893418,SM494395
Q19893519,SM253299
Q19893522,SM253299
Q19893526,SM496905
Q19893957,SM256785
Q19894539,SM257212
Q19895027,SM497010
Q19895245,SM493935
Q19895325,SM480495
Q19895689,SM494712
Q19898687,SM255477
Q19899132,SM460450
Q19903733,SM252595
Q19921451,SM492862
Q19936358,SM493111
Q19945979,SM450772
Q20002860,SM492820
Q20010146,SM257180
Q20016888,SM496927
Q20020828,SM492331
Q20021560,SM496992
Q20022384,SM255896
Q20024562,SM254127
Q20036594,SM494639
Q20036777,SM494612
Q20037671,SM258074
Q20050751,SM480941
Q20050777,SM258725
Q20065054,SM493774
Q20086424,SM7317
Q20100829,SM254271
Q20100853,SM495740
Q20101034,SM255471
Q20101096,SM255607
Q20101296,SM250541
Q20101469,SM496572
Q20101897,SM493805
Q20102188,SM493807
Q20102301,SM492938
Q20102716,SM492332
Q20102781,SM492333
Q20103258,SM492334
Q20103264,SM492335
Q20103541,SM492336
Q20103741,SM492337
Q20104120,SM492338
Q20104668,SM492339
Q20104819,SM493095
Q20105046,SM492340
Q20105391,SM492341
Q20107045,SM492639
Q20107272,SM251824
Q20107749,SM492174
Q20107792,SM492342
Q20107842,SM492343
Q20108067,SM492606
Q20108070,SM492344
Q20108167,SM492828
Q20108222,SM492345
Q20108439,SM492599
Q20108654,SM492346
Q20108655,SM492347
Q20108924,SM492348
Q20108970,SM492349
Q20108984,SM492682
Q20108990,SM492350
Q20109206,SM492351
Q20119113,SM487588
Q20164451,SM496880
Q20164872,SM495376
Q20196435,SM495608
Q20251258,SM493423
Q20310073,SM492917
Q20310147,SM254515
Q20310183,SM496331
Q20310241,SM496444
Q20310254,SM492633
Q20310302,SM256456
Q20310314,SM256621
Q20310394,SM8316
Q20386857,SM496876
Q20399020,SM494860
Q20405924,SM497014
Q20419160,SM306069
Q20422821,SM493511
Q20438450,SM496996
Q20455383,SM462108
Q20498017,SM257947
Q20498822,SM493145
Q20501334,SM257869
Q20507202,SM493971
Q20524990,SM494138
Q20526143,SM8284
Q20526144,SM258724
Q20526146,SM450962
Q20526328,SM250767
Q20526396,SM462145
Q20526697,SM494136
Q20526978,SM462145
Q20527318,SM251708
Q20527404,SM496075
Q20547844,SM495647
Q20556994,SM495058
Q20560682,SM254319
Q20577581,SM480642
Q20577955,SM496228
Q20604296,SM493850
Q20604648,SM496258
Q20605596,SM250939
Q20605664,SM250634
Q20605963,SM493455
Q20606226,SM496837
Q20609003,SM255142
Q20611350,SM487501
Q20613933,SM496088
Q20624049,SM494595
Q20645205,SM257803
Q20646047,SM497001
Q20681403,SM480226
Q20707776,SM496973
Q20715263,SM494881
Q20715890,SM495284
Q20716071,SM462056
Q20716551,SM496880
Q20716621,SM493205
Q20716798,SM494732
Q20739561,SM495498
Q20743454,SM496926
Q20747504,SM8126
Q20747545,SM7589
Q20771255,SM494687
Q20787708,SM497001
Q20817366,SM487066
Q20850986,SM496996
Q20855055,SM250841
Q20859301,SM496985
Q20894672,SM495347
Q20948942,SM492352
Q20970137,SM495028
Q20972039,SM496960
Q20981280,SM495075
Q20981303,SM493874
Q20981669,SM496885
Q20982865,SM258715
Q20983155,SM495812
Q20983971,SM254326
Q20984180,SM496880
Q20987630,SM255070
Q20987631,SM496894
Q20987657,SM258715
Q20987658,SM258715
Q20987659,SM258715
Q20987660,SM258715
Q20987661,SM258715
Q20987839,SM496926
Q20987881,SM496885
Q20987898,SM496926
Q20988499,SM256916
Q20988562,SM258715
Q20988580,SM251733
Q20988644,SM480390
Q20998243,SM258525
Q21005859,SM496915
Q21006110,SM493466
Q21006705,SM458096
Q21014406,SM496885
Q21014412,SM496960
Q21029694,SM250739
Q21029714,SM257180
Q21039413,SM250739
Q21039415,SM258818
Q21039429,SM253299
Q21039443,SM257180
Q21044244,SM493842
Q21044912,SM492353
Q21045463,SM492354
Q21045473,SM492355
Q21045479,SM492356
Q21055407,SM495913
Q21062179,SM253247
Q21062180,SM253247
Q21070821,SM494371
Q21070997,SM494697
Q21074781,SM8111
Q21075149,SM493155
Q21075240,SM492684
Q21075243,SM492357
Q21075244,SM251032
Q21075245,SM492358
Q21075246,SM250388
Q21075247,SM7967
Q21075248,SM7975
Q21075249,SM492359
Q21075250,SM7972
Q21075253,SM492360
Q21075257,SM492361
Q21075258,SM492362
Q21075260,SM492363
Q21075261,SM492364
Q21075262,SM492733
Q21075264,SM494247
Q21075265,SM492365
Q21075266,SM492366
Q21075267,SM480558
Q21075268,SM492367
Q21075269,SM492368
Q21075274,SM257501
Q21075275,SM492610
Q21075288,SM251808
Q21075291,SM492657
Q21075292,SM492660
Q21075293,SM250252
Q21075295,SM255397
Q21075296,SM492369
Q21075297,SM492658
Q21075298,SM492370
Q21075300,SM496709
Q21075301,SM481063
Q21075302,SM492371
Q21075303,SM492372
Q21075304,SM492373
Q21075518,SM492374
Q21075551,SM258452
Q21076371,SM481104
Q21076440,SM7986
Q21076486,SM492375
Q21076547,SM492376
Q21076562,SM492377
Q21081231,SM492378
Q21081636,SM450973
Q21081820,SM451147
Q21082226,SM450530
Q21082242,SM492379
Q21082676,SM495806
Q21082704,SM493045
Q21082708,SM7637
Q21082729,SM492380
Q21082737,SM492512
Q21082753,SM492382
Q21082777,SM492383
Q21082872,SM492089
Q21082943,SM451091
Q21083029,SM492384
Q21084293,SM461934
Q21084325,SM487568
Q21084374,SM480968
Q21084400,SM450767
Q21084404,SM250961
Q21085938,SM492385
Q21085954,SM492386
Q21085977,SM492387
Q21086007,SM492388
Q21086104,SM492389
Q21086191,SM492390
Q21086288,SM492391
Q21086304,SM492707
Q21086315,SM492392
Q21086317,SM492590
Q21086357,SM492702
Q21086649,SM492394
Q21086670,SM492968
Q21086682,SM492396
Q21086763,SM492397
Q21087056,SM492398
Q21087113,SM496839
Q21087291,SM492399
Q21087326,SM493127
Q21087546,SM492400
Q21087685,SM492401
Q21088393,SM492402
Q21088405,SM492969
Q21088743,SM492403
Q21091247,SM492404
Q21091387,SM492405
Q21092622,SM492406
Q21095131,SM493017
Q21095133,SM495789
Q21095180,SM492407
Q21095215,SM492322
Q21095832,SM492408
Q21095846,SM492685
Q21096477,SM495217
Q21097824,SM8772
Q21099409,SM492409
Q21099411,SM492410
Q21099431,SM487270
Q21126886,SM487334
Q21126918,SM250685
Q21126941,SM253294
Q21152925,SM255680
Q21156324,SM494265
Q21176622,SM497014
Q21192824,SM250006
Q21234685,SM492411
Q21244828,SM494615
Q21244968,SM495528
Q21262886,SM492603
Q21448756,SM251482
Q21452244,SM255435
Q21452466,SM257262
Q21475505,SM252469
Q21492021,SM252378
Q21493367,SM253147
Q21493879,SM258346
Q21494444,SM253118
Q21502264,SM253099
Q21502265,SM253106
Q21506638,SM254575
Q21507684,SM254576
Q21507852,SM255812
Q21508414,SM6964
Q21509353,SM497101
Q21509354,SM252267
Q21509527,SM257390
Q21530056,SM7426
Q21530541,SM256956
Q21530569,SM492652
Q21530673,SM480859
Q21530882,SM252738
Q21530911,SM492650
Q21546008,SM492914
Q21556404,SM492942
Q21569169,SM492651
Q21569170,SM492653
Q21601072,SM496960
Q21639991,SM493398
Q21652255,SM6922
Q21655280,SM253428
Q21655492,SM255232
Q21655865,SM494357
Q21656784,SM496840
Q21656868,SM257869
Q21679142,SM496876
Q21684559,SM495424
Q21809318,SM250222
Q21849618,SM259886
Q21849635,SM250032
Q21849640,SM492714
Q21849641,SM256331
Q21849679,SM255281
Q21872034,SM255037
Q21953169,SM495814
Q21993505,SM255969
Q21999799,SM495190
Q21999933,SM496980
Q22077017,SM250882
Q22079086,SM480377
Q22079326,SM496644
Q22083533,SM254064
Q22088859,SM256897
Q22091539,SM257180
Q22123990,SM494337
Q22132744,SM253297
Q22639430,SM251428
Q22689980,SM497014
Q22694891,SM8299
Q22713759,SM495085
Q22814303,SM254442
Q22893418,SM251943
Q22893424,SM255790
Q22935834,SM256650
Q22948447,SM250739
Q22948456,SM250739
Q22948461,SM495082
Q22948585,SM496960
Q22948591,SM257180
Q22948600,SM257180
Q22948772,SM496972
Q22948924,SM496885
Q22948931,SM496885
Q22961968,SM250849
Q22974622,SM492948
Q22988248,SM8320
Q23017648,SM6978
Q23017719,SM450483
Q23017726,SM252002
Q23024802,SM495906
Q23498974,SM492704
Q23808317,SM450324
Q23808457,SM464096
Q24007826,SM495845
Q24014808,SM8831
Q24088163,SM255426
Q24090240,SM255795
Q24189166,SM258759
Q24189294,SM459193
Q24190280,SM258630
Q24204920,SM496987
Q24233981,SM487295
Q24251288,SM480784
Q24251468,SM252893
Q24260620,SM492697
Q24260648,SM250469
Q24283561,SM493667
Q24286916,SM462030
Q24287236,SM462016
Q24287245,SM493467
Q24287310,SM496084
Q24287360,SM496179
Q24331675,SM257180
Q24340572,SM496279
Q24340581,SM254590
Q24380330,SM257273
Q24380671,SM252645
Q24382274,SM496640
Q24383165,SM494816
Q24383316,SM496351
Q24383458,SM496445
Q24383496,SM480881
Q24385790,SM497708
Q24387986,SM496682
Q24388136,SM495971
Q24388536,SM8379
Q24388902,SM496642
Q24390011,SM496435
Q24391564,SM495977
Q24391781,SM497446
Q24392318,SM251467
Q24392637,SM497715
Q24392749,SM495994
Q24392750,SM493253
Q24400058,SM496428
Q24401771,SM480144
Q24401944,SM493424
Q24402055,SM493424
Q24402195,SM496842
Q24402432,SM496311
Q24402659,SM480124
Q24444541,SM496065
Q24444793,SM494084
Q24444911,SM496306
Q24445068,SM495999
Q24445091,SM496140
Q24445178,SM496710
Q24451973,SM480185
Q24610570,SM258379
Q24841286,SM495900
Q24841654,SM495901
Q24879625,SM496437
Q24895750,SM488211
Q24897283,SM492783
Q24906284,SM251696
Q24906504,SM496336
Q24906505,SM496697
Q24909900,SM496918
Q24912103,SM496918
Q24930701,SM253058
Q24934521,SM497032
Q24934911,SM253428
Q24939323,SM496398
Q24943712,SM487621
Q24945036,SM254381
Q24948368,SM253125
Q24950097,SM8299
Q24950367,SM252847
Q24961333,SM496941
Q24976269,SM496978
Q24976321,SM497013
Q24998503,SM487188
Q25039528,SM250172
Q25039532,SM253608
Q25039574,SM250317
Q25039594,SM496946
Q25039612,SM495854
Q25039884,SM7409
Q25041223,SM451097
Q25044811,SM492193
Q25045382,SM257721
Q25045392,SM252548
Q25046205,SM496913
Q25048776,SM495752
Q25050710,SM495063
Q25050766,SM256011
Q25051127,SM250658
Q25051447,SM496315
Q25053962,SM480875
Q25059021,SM496958
Q25059079,SM486436
Q25059389,SM496909
Q25080749,SM258074
Q25114320,SM253080
Q25114833,SM256179
Q25185004,SM251851
Q25197529,SM496996
Q25197771,SM496996
Q25210872,SM250412
Q25302519,SM254719
Q25302848,SM252706
Q25339829,SM495438
Q25345189,SM251862
Q25351821,SM250866
Q25352442,SM492820
Q25378207,SM493829
Q25378856,SM257658
Q25381266,SM493872
Q25382529,SM250381
Q25383071,SM256031
Q25383996,SM253960
Q25385188,SM256451
Q25391592,SM492968
Q25391803,SM495644
Q25392601,SM250192
Q25394168,SM496455
Q25394448,SM6639
Q25394632,SM7515
Q25394637,SM256924
Q25395089,SM256284
Q25395416,SM468093
Q25395481,SM481003
Q25395569,SM250773
Q25395578,SM250346
Q25419413,SM497007
Q25423933,SM496294
Q25424719,SM494285
Q25427533,SM496920
Q25443248,SM492924
Q25449421,SM492421
Q25450424,SM462056
Q25454751,SM497014
Q25455112,SM497009
Q25459134,SM258138
Q25460973,SM8431
Q25463856,SM496942
Q25464431,SM8361
Q25465538,SM253960
Q25468596,SM252003
Q25468599,SM493671
Q25469998,SM496755
Q25475100,SM480833
Q25483486,SM495919
Q25485014,SM259926
Q25512275,SM496974
Q25559563,SM253194
Q25564711,SM494566
Q25569107,SM496985
Q25571252,SM496985
Q25585049,SM255142
Q25618977,SM496416
Q25632735,SM487841
Q25659458,SM480745
Q25662167,SM487415
Q25682200,SM252906
Q25682777,SM259953
Q25688688,SM8038
Q25807194,SM492425
Q26000691,SM6983
Q26085039,SM254038
Q26085464,SM258140
Q26160681,SM494217
Q26160683,SM253529
Q26160684,SM494218
Q26160701,SM493456
Q26162190,SM255274
Q26162455,SM495567
Q26162458,SM495568
Q26205191,SM493693
Q26205197,SM495250
Q26205287,SM495569
Q26205289,SM8406
Q26205290,SM495570
Q26205291,SM495571
Q26205335,SM495572
Q26205341,SM495573
Q26205358,SM495574
Q26205394,SM480661
Q26205403,SM495251
Q26205406,SM495575
Q26205410,SM495252
Q26205411,SM495576
Q26205449,SM495577
Q26205514,SM495578
Q26205525,SM8403
Q26205528,SM8402
Q26205540,SM8385
Q26205545,SM495579
Q26205559,SM495580
Q26233912,SM496806
Q26236542,SM493664
Q26236550,SM496020
Q26236579,SM496101
Q26236604,SM256212
Q26236610,SM496183
Q26236637,SM487496
Q26236656,SM493976
Q26236659,SM496309
Q26236661,SM254309
Q26236670,SM496323
Q26238060,SM493977
Q26238069,SM480541
Q26238072,SM495340
Q26238099,SM480619
Q26238110,SM255612
Q26238114,SM496460
Q26238116,SM496464
Q26238119,SM480606
Q26238124,SM496290
Q26238125,SM487564
Q26238142,SM254532
Q26238143,SM496498
Q26238210,SM8353
Q26238218,SM480932
Q26238248,SM496732
Q26238251,SM496738
Q26238266,SM496754
Q26238273,SM496757
Q26238280,SM258549
Q26238290,SM480483
Q26239490,SM8397
Q26239505,SM496606
Q26240560,SM496454
Q26240562,SM496092
Q26240569,SM496282
Q26240571,SM496318
Q26240572,SM496325
Q26240573,SM21030
Q26240575,SM257294
Q26240576,SM496376
Q26240578,SM487557
Q26240584,SM496843
Q26240803,SM252556
Q26240932,SM252556
Q26240944,SM496672
Q26240957,SM496565
Q26241011,SM496100
Q26241140,SM480795
Q26241178,SM252128
Q26241182,SM8725
Q26241183,SM493677
Q26241184,SM496305
Q26241197,SM496563
Q26241203,SM258076
Q26241206,SM496761
Q26242348,SM480426
Q26242364,SM496303
Q26242366,SM494789
Q26242382,SM487596
Q26242401,SM481008
Q26242415,SM487596
Q26242423,SM496421
Q26242435,SM7579
Q26242471,SM496080
Q26242477,SM496308
Q26242483,SM461971
Q26242484,SM487208
Q26242486,SM493457
Q26242581,SM496330
Q26242801,SM496099
Q26242919,SM496534
Q26242923,SM496569
Q26242935,SM253326
Q26242936,SM8351
Q26258854,SM494149
Q26736404,SM495249
Q26742090,SM492481
Q26879056,SM495896
Q27266615,SM6970
Q27519154,SM258797
Q27621743,SM493435
Q27688756,SM8278
Q27691829,SM256857
Q27691848,SM255806
Q27691897,SM253339
Q27701650,SM8397
Q27824089,SM8369
Q27870164,SM7573
Q27961857,SM251882
Q27962657,SM250761
Q27963426,SM496885
Q27963681,SM258034
Q27966721,SM496762
Q27980540,SM493444
Q27980791,SM495030
Q27988158,SM493575
Q28000872,SM492871
Q28035280,SM487616
Q28109723,SM494477
Q28110038,SM493853
Q28128832,SM258635
Q28132736,SM255471
Q28135144,SM253266
Q28135543,SM496417
Q28135708,SM496960
Q28136123,SM7804
Q28136654,SM492406
Q28136700,SM256585
Q28136738,SM496996
Q28151200,SM496908
Q28151255,SM480139
Q28153962,SM495218
Q28162723,SM494948
Q28162726,SM495292
Q28162732,SM493819
Q28164084,SM252487
Q28164189,SM7689
Q28169531,SM496894
Q28169586,SM496926
Q28169592,SM255328
Q28170202,SM256742
Q28170206,SM255032
Q28173656,SM251905
Q28174017,SM254821
Q28176012,SM255498
Q28179970,SM253116
Q28180907,SM481127
Q28180963,SM494159
Q28180964,SM494190
Q28183854,SM255024
Q28187074,SM494245
Q28187091,SM496880
Q28187167,SM496880
Q28195536,SM480871
Q28197147,SM495186
Q28208771,SM250857
Q28219445,SM256823
Q28219727,SM257988
Q28219742,SM459152
Q28219748,SM253490
Q28219777,SM254472
Q28219821,SM496960
Q28219832,SM256269
Q28219974,SM493811
Q28220112,SM459145
Q28220115,SM256405
Q28220127,SM258594
Q28220396,SM496960
Q28220411,SM496960
Q28220529,SM496885
Q28221043,SM253527
Q28221046,SM480399
Q28221067,SM493624
Q28222058,SM496960
Q28223190,SM254059
Q28223456,SM493430
Q28223677,SM495054
Q28224385,SM255198
Q28224387,SM254288
Q28224451,SM258476
Q28224481,SM258595
Q28224503,SM254404
Q28224505,SM459198
Q28224525,SM459310
Q28224574,SM458803
Q28224599,SM255965
Q28224663,SM258690
Q28224701,SM253322
Q28225091,SM256280
Q28225094,SM459199
Q28225101,SM458900
Q28225134,SM258128
Q28227607,SM258233
Q28227961,SM495322
Q28315728,SM495457
Q28404066,SM494917
Q28404450,SM254135
Q28404484,SM450321
Q28404500,SM250228
Q28404516,SM450322
Q28404718,SM250118
Q28410875,SM493537
Q28412829,SM495619
Q28417075,SM495692
Q28418997,SM496477
Q28419337,SM494800
Q28439169,SM257018
Q28454854,SM486546
Q28456747,SM496925
Q28457753,SM492881
Q28498857,SM493353
Q28498859,SM493828
Q28498860,SM493826
Q28498937,SM468096
Q28499080,SM493588
Q28499965,SM454477
Q28499970,SM496353
Q28499971,SM493827
Q28499982,SM487325
Q28499988,SM496201
Q28499989,SM468094
Q28499991,SM496784
Q28499993,SM259912
Q28499999,SM7960
Q28500000,SM496110
Q28500002,SM496121
Q28500003,SM468086
Q28500005,SM496052
Q28500008,SM496085
Q28500009,SM250250
Q28500046,SM496434
Q28500047,SM496487
Q28500049,SM462011
Q28500051,SM496063
Q28500052,SM496068
Q28500053,SM496073
Q28500057,SM468095
Q28500059,SM480381
Q28500061,SM496058
Q28500062,SM468088
Q28500063,SM468097
Q28500114,SM493830
Q28500118,SM496719
Q28500156,SM496090
Q28500170,SM468095
Q28500171,SM496071
Q28500172,SM254300
Q28500173,SM496118
Q28500176,SM496372
Q28500185,SM496108
Q28500189,SM496511
Q28500191,SM454494
Q28500192,SM496748
Q28501200,SM496313
Q28501203,SM496447
Q28501205,SM496745
Q28604376,SM493388
Q28666088,SM257180
Q28669121,SM257015
Q28715412,SM492439
Q28719784,SM8326
Q28724947,SM8415
Q28725449,SM496043
Q28725451,SM495456
Q28725642,SM496502
Q28729415,SM250999
Q28842834,SM480507
Q28909406,SM493804
Q28943038,SM256392
Q28943050,SM258548
Q28943059,SM458429
Q29025020,SM252299
Q29025272,SM497062
Q29025328,SM495302
Q29026046,SM493831
Q29026959,SM495323
Q29035305,SM495317
Q29068346,SM487284
Q29167839,SM496470
Q29305627,SM459175
Q29305661,SM459273
Q29305707,SM459286
Q29324694,SM487050
Q29324713,SM258108
Q29324719,SM459408
Q29324722,SM459395
Q29324742,SM496512
Q29324765,SM458191
Q29324881,SM459426
Q29325035,SM458190
Q29325177,SM458416
Q29325204,SM459075
Q29325695,SM252095
Q29325898,SM459179
Q29325982,SM458420
Q29325988,SM458425
Q29325992,SM458419
Q29325993,SM459433
Q29325997,SM458423
Q29378793,SM497032
Q29378858,SM496106
Q29467175,SM258661
Q29467191,SM494241
Q29467330,SM256249
Q29467421,SM495183
Q29467431,SM494309
Q29467435,SM495775
Q29467436,SM494067
Q29467489,SM251222
Q29569905,SM493347
Q29641284,SM495198
Q29705197,SM492889
Q29908240,SM495366
Q30080314,SM250132
Q30091521,SM494737
Q30107130,SM7722
Q30115432,SM494748
Q30315706,SM495032
Q30315708,SM494773
Q30324689,SM496954
Q30325081,SM493993
Q30325550,SM454373
Q30587641,SM258758
Q30590321,SM494542
Q30591180,SM486485
Q30607872,SM255064
Q30612492,SM256673
Q30634380,SM257457
Q30636374,SM496894
Q30638721,SM496985
Q30646994,SM462041
Q30669732,SM252731
Q30681372,SM254148
Q30681379,SM253036
Q30681453,SM459084
Q30681629,SM258558
Q30682036,SM258615
Q30682041,SM458712
Q30685591,SM459037
Q30686594,SM250890
Q30692624,SM496537
Q30745566,SM496531
Q30745642,SM250961
Q30753769,SM497013
Q30766336,SM495153
Q30889200,SM253960
Q30899137,SM496493
Q30906919,SM480431
Q30916057,SM495964
Q30927989,SM495033
Q30941369,SM454411
Q30942550,SM493458
Q30944436,SM493612
Q30944442,SM493600
Q30945734,SM493643
Q30945737,SM493610
Q30949451,SM493951
Q30958712,SM492791
Q31073194,SM256126
Q31173746,SM494270
Q31174463,SM8430
Q31174466,SM487198
Q31174468,SM461959
Q31190872,SM255213
Q31191117,SM253960
Q31191124,SM495070
Q31191337,SM254579
Q31191389,SM494573
Q31197814,SM495937
Q31274931,SM496950
Q31274967,SM496950
Q31284780,SM495989
Q31526792,SM487370
Q31665123,SM493939
Q31700990,SM6895
Q31740146,SM251044
Q31740792,SM253643
Q31752016,SM250933
Q31752018,SM250633
Q31811518,SM254050
Q31838012,SM250246
Q31887398,SM496960
Q31897912,SM495296
Q31898375,SM251823
Q31898461,SM496975
Q31929956,SM254459
Q32308489,SM493751
Q32360797,SM257212
Q32361699,SM487081
Q33120269,SM496425
Q33123248,SM494620
Q33127570,SM251615
Q33127636,SM250850
Q33127759,SM8203
Q33232008,SM253683
Q34822548,SM8240
Q35571410,SM256784
Q35587885,SM250199
Q35588146,SM493744
Q36148849,SM496404
Q36151285,SM496538
Q36917740,SM257477
Q36951263,SM252754
Q36985300,SM253668
Q36985657,SM257132
Q37005313,SM252857
Q37026208,SM252248
Q37064132,SM253678
Q37068107,SM252258
Q37120787,SM7322
Q37137133,SM252174
Q37149064,SM257618
Q37172653,SM253964
Q37189314,SM256759
Q37192483,SM253613
Q37200475,SM252996
Q37207253,SM6979
Q37225960,SM256765
Q37240136,SM6966
Q37273683,SM252652
Q37275645,SM254099
Q37292070,SM7031
Q37313837,SM251919
Q37318726,SM256129
Q37320707,SM253155
Q37430982,SM253570
Q37432605,SM7292
Q37438548,SM257772
Q37450726,SM254544
Q37453496,SM253115
Q37454897,SM253045
Q37455227,SM256499
Q37463292,SM252241
Q37492474,SM7143
Q37497278,SM6974
Q37518531,SM257143
Q37532208,SM253671
Q37555082,SM258429
Q37560557,SM256200
Q37575387,SM252474
Q37709942,SM253886
Q37760570,SM258653
Q37760621,SM480841
Q37760772,SM494105
Q37771251,SM496815
Q37956952,SM258324
Q38118042,SM493029
Q38665497,SM492480
Q38665758,SM493038
Q38665943,SM492481
Q38682120,SM492598
Q38770275,SM253751
Q39017289,SM255702
Q39045365,SM250306
Q39046029,SM480534
Q39046649,SM251531
Q39047797,SM492845
Q39047802,SM492482
Q39048242,SM492483
Q39048244,SM492484
Q39050311,SM496996
Q39052890,SM252989
Q39054502,SM494850
Q39057420,SM493857
Q39086965,SM7655
Q39087720,SM258054
Q39087884,SM459062
Q39087956,SM459051
Q39088089,SM258254
Q39088179,SM252418
Q39088198,SM254803
Q39088222,SM256186
Q39088228,SM255780
Q39088263,SM459103
Q39088282,SM458151
Q39088465,SM253201
Q39088677,SM255603
Q39088720,SM258529
Q39088778,SM258289
Q39088784,SM256416
Q39090748,SM252513
Q39090749,SM458208
Q39090757,SM458071
Q39090787,SM458644
Q39090882,SM258472
Q39090887,SM458055
Q39090910,SM258597
Q39090920,SM252328
Q39090957,SM258689
Q39091022,SM255414
Q39091058,SM459136
Q39091068,SM254026
Q39091101,SM258479
Q39091157,SM459220
Q39091289,SM257055
Q39091339,SM258685
Q39091341,SM253203
Q39241250,SM494408
Q39760900,SM494400
Q40185418,SM8832
Q40331233,SM253015
Q40480814,SM253366
Q40554819,SM257585
Q40694641,SM494913
Q40890257,SM500836
Q40997877,SM255708
Q41299204,SM250687
Q41799793,SM493233
Q42305782,SM253961
Q42314104,SM496909
Q42378045,SM252677
Q42378088,SM256769
Q42378124,SM252849
Q42541985,SM257319
Q42565247,SM496758
Q42913882,SM494803
Q43082718,SM495959
Q43083305,SM494884
Q43296435,SM8130
Q43402322,SM495871
Q44834813,SM257856
Q45321045,SM495554
Q45793629,SM492496
Q46998231,SM258757
Q47301497,SM251891
Q47325913,SM496985
Q47461062,SM258121
Q47474569,SM492645
Q47524755,SM257247
Q47632042,SM255627
Q47633254,SM458684
Q47633645,SM257452
Q47801728,SM251397
Q48280752,SM492500
Q48723590,SM7794
Q48724213,SM255011
Q48725865,SM257818
Q48728401,SM258352
Q48728900,SM496956
Q48728918,SM496956
Q48729444,SM496956
Q48729670,SM252776
Q48730241,SM496956
Q48740984,SM496958
Q48741102,SM497006
Q48763692,SM493937
Q48767841,SM458195
Q48769238,SM458901
Q48769247,SM250313
Q48769743,SM488015
Q48771186,SM493817
Q48774250,SM256445
Q48775327,SM458802
Q48775468,SM459018
Q48778979,SM458649
Q48779136,SM458655
Q48779708,SM258292
Q48779739,SM258628
Q48780739,SM256112
Q48780866,SM257998
Q48781017,SM252080
Q48781023,SM458840
Q48781032,SM257169
Q48781060,SM255619
Q48781106,SM258641
Q48782410,SM253504
Q48782575,SM258623
Q48782629,SM258545
Q48782645,SM458880
Q48782990,SM256264
Q48783108,SM496213
Q48783528,SM258761
Q48783531,SM255546
Q48783782,SM253421
Q48784354,SM8193
Q48784357,SM496035
Q48785086,SM258009
Q48790436,SM458156
Q48790537,SM252094
Q48791063,SM255775
Q48791519,SM458158
Q48791727,SM458160
Q48791734,SM258697
Q48796372,SM494251
Q48796437,SM251848
Q48796546,SM253198
Q48796820,SM253534
Q48796868,SM258688
Q48796909,SM458874
Q48796926,SM253199
Q48796947,SM458879
Q48797008,SM258465
Q48797310,SM496237
Q48797375,SM458448
Q48797661,SM458074
Q48797686,SM255813
Q48797821,SM253767
Q48797851,SM258261
Q48797979,SM458069
Q48798003,SM258639
Q48798479,SM496891
Q48799200,SM458616
Q48799389,SM256313
